job_card_no,warning_type,detail,created_at
2025/10/R/763,DATE_INVERTED,opened 2025-10-09 > closed 2025-09-10,2026-07-12 10:48:40
2025/10/R/766,EQUIPMENT_ASSET,Elec. Air compressor,2026-07-12 10:48:40
2025/10/R/767,EQUIPMENT_ASSET,Elec. Air compressor,2026-07-12 10:48:40
2025/10/R/768,EQUIPMENT_ASSET,Elec. Air compressor,2026-07-12 10:48:40
2025/10/R/771,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/774,ODOMETER_EXTRACTED,74091 Km,2026-07-12 10:48:40
2025/10/R/778,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/782,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/783,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/784,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/787,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/788,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/789,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/792,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/796,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2025/10/R/797,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/797-1,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/798,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/809,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2025/10/R/816,EQUIPMENT_ASSET,one bag mixture,2026-07-12 10:48:40
2025/10/R/826,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/829,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/10/R/832,EQUIPMENT_ASSET,Vibro Hammer,2026-07-12 10:48:40
2025/11/R/838,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/841,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/843,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2025/11/R/851,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2025/11/R/855,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/864,DATE_INVERTED,opened 2025-12-11 > closed 2025-11-12,2026-07-12 10:48:40
2025/11/R/865,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/875,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/880,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/885,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/887,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/890,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/892,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/893,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/896,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/899,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/900,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/905,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2025/11/R/907,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/911,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2025/11/R/912,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/913,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2025/11/R/914,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2025/11/R/917,MISSING_ASSET,Requested job row 2629,2026-07-12 10:48:40
2025/11/R/918,MISSING_ASSET,Requested job row 2630,2026-07-12 10:48:40
2026/1/R/001,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/1/R/004,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/1/R/007,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/1/R/019,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/1/R/020,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2026/1/R/026,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/1/R/033,DATE_INVERTED,opened 2026-01-19 > closed 1908-03-20,2026-07-12 10:48:40
2026/1/R/033,DATE_OUT_OF_RANGE,closed 1908-03-20,2026-07-12 10:48:40
2026/1/R/035,DATE_INVERTED,opened 2026-02-21 > closed 2026-01-24,2026-07-12 10:48:40
2026/1/R/043,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/1/R/044,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/1/R/052,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/1/R/055,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/1/R/063,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2026/1/R/064,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2026/1/R/065,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/2/R/073,EQUIPMENT_ASSET,PV,2026-07-12 10:48:40
2026/2/R/079,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/2/R/086,EQUIPMENT_ASSET,Plate Compactor,2026-07-12 10:48:40
2026/2/R/113,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/2/R/121,EQUIPMENT_ASSET,PV,2026-07-12 10:48:40
2026/2/R/123,EQUIPMENT_ASSET,1T Roller,2026-07-12 10:48:40
2026/3/R/131,EQUIPMENT_ASSET,Rammer,2026-07-12 10:48:40
2026/3/R/135,EQUIPMENT_ASSET,2KW Generator,2026-07-12 10:48:40
2026/3/R/153,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/3/R/154,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/3/R/155,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/3/R/157,EQUIPMENT_ASSET,"6"" WP",2026-07-12 10:48:40
2026/3/R/158,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/3/R/159,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/3/R/165,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2026/3/R/178,EQUIPMENT_ASSET,Fuel filling station,2026-07-12 10:48:40
2026/3/R/183,EQUIPMENT_ASSET,"4"" WP",2026-07-12 10:48:40
2026/3/R/184,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/3/R/189,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/3/R/190,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2026/3/R/191,NONSTANDARD_SITE,A/plant,2026-07-12 10:48:40
2026/3/R/191,EQUIPMENT_ASSET,Asphalt plant,2026-07-12 10:48:40
2026/4/R/198,EQUIPMENT_ASSET,CM,2026-07-12 10:48:40
2026/4/R/200,EQUIPMENT_ASSET,Light Plant,2026-07-12 10:48:40
2026/4/R/202,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/4/R/206,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/4/R/209,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/4/R/211,EQUIPMENT_ASSET,1T Roller,2026-07-12 10:48:40
2026/4/R/220,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/4/R/221,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/4/R/224-1,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/4/R/225,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/4/R/227,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/4/R/230,ODOMETER_EXTRACTED,1000 Hrs,2026-07-12 10:48:40
2026/4/R/236,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/4/R/237,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/5/R/244,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/5/R/247,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/5/R/248,ODOMETER_EXTRACTED,412232 Km,2026-07-12 10:48:40
2026/5/R/250,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/5/R/254,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/5/R/255,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/5/R/263,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/5/R/264,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/5/R/265,ODOMETER_EXTRACTED,19135 Km,2026-07-12 10:48:40
2026/5/R/266,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/5/R/274,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/5/R/280,EQUIPMENT_ASSET,Jack Hammer,2026-07-12 10:48:40
2026/6/R/296,NONSTANDARD_SITE,Marawila / Badalgama,2026-07-12 10:48:40
2026/6/R/299,MISSING_ASSET,Requested job row 2933,2026-07-12 10:48:40
2026/6/R/303,ODOMETER_EXTRACTED,173241 Km,2026-07-12 10:48:40
2026/6/R/307,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/6/R/309,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2026/6/R/311,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2026/6/R/322,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/6/R/323,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/6/R/324,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/6/R/325,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/6/R/331,EQUIPMENT_ASSET,CM,2026-07-12 10:48:40
2026/6/R/339,NONSTANDARD_SITE,Mannar (Musali),2026-07-12 10:48:40
2026/6/R/339,EQUIPMENT_ASSET,Wacker 2 Nos,2026-07-12 10:48:40
2026/6/R/341,ODOMETER_EXTRACTED,1167 Hrs,2026-07-12 10:48:40
2026/6/R/342,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2026/6/R/350,EQUIPMENT_ASSET,Engine driven water pump,2026-07-12 10:48:40
2026/6/R/368,NONSTANDARD_SITE,Batticaloa LoT-02,2026-07-12 10:48:40
2026/7/R/390,NONSTANDARD_SITE,CEP-03,2026-07-12 10:48:40
2024/1/R/063,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/2/R/112,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/3/R/161,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/3/R/176,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/3/R/180,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/3/R/237,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/3/R/238,ODOMETER_EXTRACTED,388048 Km,2026-07-12 10:48:40
2024/4/R/264,ODOMETER_EXTRACTED,1938 Hrs,2026-07-12 10:48:40
2024/4/R/265,ODOMETER_EXTRACTED,8080 Hrs,2026-07-12 10:48:40
2024/4/R/267,ODOMETER_EXTRACTED,12127 Km,2026-07-12 10:48:40
2024/4/R/268,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2024/4/R/268,ODOMETER_EXTRACTED,192884 Km,2026-07-12 10:48:40
2024/4/R/270,ODOMETER_EXTRACTED,860036 Km,2026-07-12 10:48:40
2024/4/R/277,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/4/R/278,EQUIPMENT_ASSET,4WD bike,2026-07-12 10:48:40
2024/4/R/286,ODOMETER_EXTRACTED,2728 Hrs,2026-07-12 10:48:40
2024/4/R/287,ODOMETER_EXTRACTED,294644 Km,2026-07-12 10:48:40
2024/4/R/288,ODOMETER_EXTRACTED,196578 Km,2026-07-12 10:48:40
2024/4/R/289,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/4/R/291,ODOMETER_EXTRACTED,208209 Km,2026-07-12 10:48:40
2024/5/R/295,ODOMETER_EXTRACTED,5303 Hrs,2026-07-12 10:48:40
2024/5/R/299,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/5/R/300,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/5/R/304,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/5/R/305,ODOMETER_EXTRACTED,52546 Km,2026-07-12 10:48:40
2024/5/R/310,ODOMETER_EXTRACTED,200045 Km,2026-07-12 10:48:40
2024/5/R/311,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/5/R/316,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/5/R/316,ODOMETER_EXTRACTED,112820 Km,2026-07-12 10:48:40
2024/5/R/331,ODOMETER_EXTRACTED,409455 Km,2026-07-12 10:48:40
2024/5/R/332,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2024/5/R/334,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/5/R/335,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/5/R/339,ODOMETER_EXTRACTED,200278 Km,2026-07-12 10:48:40
2024/5/R/340,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/5/R/341,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/5/R/346,ODOMETER_EXTRACTED,5193 Hrs,2026-07-12 10:48:40
2024/5/R/347,ODOMETER_EXTRACTED,4828 Hrs,2026-07-12 10:48:40
2024/5/R/349,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/5/R/349,DATE_INVERTED,opened 2024-08-05 > closed 2024-06-26,2026-07-12 10:48:40
2024/6/R/353,ODOMETER_EXTRACTED,379616 Km,2026-07-12 10:48:40
2024/6/R/354,ODOMETER_EXTRACTED,1759 Hrs,2026-07-12 10:48:40
2024/6/R/355,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/356,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/357,ODOMETER_EXTRACTED,235516 Km,2026-07-12 10:48:40
2024/6/R/360,ODOMETER_EXTRACTED,2716 Hrs,2026-07-12 10:48:40
2024/6/R/361,ODOMETER_EXTRACTED,64227 Km,2026-07-12 10:48:40
2024/6/R/363,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/365,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/366,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/368,ODOMETER_EXTRACTED,1257 Hrs,2026-07-12 10:48:40
2024/6/R/370,ODOMETER_EXTRACTED,131511 Km,2026-07-12 10:48:40
2024/6/R/371,ODOMETER_EXTRACTED,867145 Km,2026-07-12 10:48:40
2024/6/R/374,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/375,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/379,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/380,ODOMETER_EXTRACTED,183258 Km,2026-07-12 10:48:40
2024/6/R/383,ODOMETER_EXTRACTED,159163 Km,2026-07-12 10:48:40
2024/6/R/384,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/386,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/388,ODOMETER_EXTRACTED,299167 Km,2026-07-12 10:48:40
2024/6/R/390,ODOMETER_EXTRACTED,423266 Km,2026-07-12 10:48:40
2024/6/R/392,ODOMETER_EXTRACTED,159270 Km,2026-07-12 10:48:40
2024/6/R/394,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/395,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/397,ODOMETER_EXTRACTED,300419 Km,2026-07-12 10:48:40
2024/6/R/398,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/400,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/401,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/402,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/404,ODOMETER_EXTRACTED,202749 Km,2026-07-12 10:48:40
2024/6/R/406,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/407,ODOMETER_EXTRACTED,4983 Hrs,2026-07-12 10:48:40
2024/6/R/407-1,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/411,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/412,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/413,ODOMETER_EXTRACTED,299775 Km,2026-07-12 10:48:40
2024/6/R/415,EQUIPMENT_ASSET,Wacker & sub. Pump,2026-07-12 10:48:40
2024/6/R/417,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/426,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/6/R/426,ODOMETER_EXTRACTED,224 Hrs,2026-07-12 10:48:40
2024/6/R/429,ODOMETER_EXTRACTED,108633 Km,2026-07-12 10:48:40
2024/6/R/430,ODOMETER_EXTRACTED,869102 Km,2026-07-12 10:48:40
2024/6/R/437,ODOMETER_EXTRACTED,831693 Km,2026-07-12 10:48:40
2024/6/R/439-01,ODOMETER_EXTRACTED,11870 Hrs,2026-07-12 10:48:40
2024/7/R/422,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/452-1,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/452-1,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/453,ODOMETER_EXTRACTED,66650 Km,2026-07-12 10:48:40
2024/7/R/454,ODOMETER_EXTRACTED,83278 Km,2026-07-12 10:48:40
2024/7/R/456,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/456,ODOMETER_EXTRACTED,41961 Km,2026-07-12 10:48:40
2024/7/R/457,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/458,ODOMETER_EXTRACTED,158103 Km,2026-07-12 10:48:40
2024/7/R/459,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/460,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/462,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/463,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/464,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2024/7/R/464,ODOMETER_EXTRACTED,185253 Km,2026-07-12 10:48:40
2024/7/R/466,ODOMETER_EXTRACTED,109443 Km,2026-07-12 10:48:40
2024/7/R/467,ODOMETER_EXTRACTED,396155 Km,2026-07-12 10:48:40
2024/7/R/468-01,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/468-01,ODOMETER_EXTRACTED,55691 Km,2026-07-12 10:48:40
2024/7/R/469,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/474,ODOMETER_EXTRACTED,381544 Km,2026-07-12 10:48:40
2024/7/R/474-01,ODOMETER_EXTRACTED,166117 Km,2026-07-12 10:48:40
2024/7/R/481,ODOMETER_EXTRACTED,15412 Km,2026-07-12 10:48:40
2024/7/R/482,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/482,ODOMETER_EXTRACTED,741394 Km,2026-07-12 10:48:40
2024/7/R/483,ODOMETER_EXTRACTED,202239 Km,2026-07-12 10:48:40
2024/7/R/484,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/485,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/486,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/487,ODOMETER_EXTRACTED,55646 Km,2026-07-12 10:48:40
2024/7/R/488,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/490,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/494,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/494,ODOMETER_EXTRACTED,20137 Hrs,2026-07-12 10:48:40
2024/7/R/495,ODOMETER_EXTRACTED,301608 Km,2026-07-12 10:48:40
2024/7/R/498-01,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/500,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/502,ODOMETER_EXTRACTED,1843 Hrs,2026-07-12 10:48:40
2024/7/R/504,DATE_INVERTED,opened 2024-07-30 > closed 2024-07-21,2026-07-12 10:48:40
2024/7/R/508,NONSTANDARD_SITE,A/team,2026-07-12 10:48:40
2024/7/R/508,ODOMETER_EXTRACTED,206645 Km,2026-07-12 10:48:40
2024/7/R/510,ODOMETER_EXTRACTED,33050 Km,2026-07-12 10:48:40
2024/7/R/511,ODOMETER_EXTRACTED,873307 Km,2026-07-12 10:48:40
2024/7/R/512,ODOMETER_EXTRACTED,216571 Km,2026-07-12 10:48:40
2024/7/R/514,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/515,ODOMETER_EXTRACTED,1624 Hrs,2026-07-12 10:48:40
2024/8/R/519,ODOMETER_EXTRACTED,206678 Km,2026-07-12 10:48:40
2024/8/R/531,ODOMETER_EXTRACTED,7265 Hrs,2026-07-12 10:48:40
2024/8/R/532,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/533,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/535,ODOMETER_EXTRACTED,289067 Km,2026-07-12 10:48:40
2024/8/R/536,NONSTANDARD_SITE,Neluwa-solution,2026-07-12 10:48:40
2024/8/R/536,EQUIPMENT_ASSET,Concrete mixer,2026-07-12 10:48:40
2024/8/R/537,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/538,ODOMETER_EXTRACTED,160655 Km,2026-07-12 10:48:40
2024/8/R/542,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/545,ODOMETER_EXTRACTED,308656 Km,2026-07-12 10:48:40
2024/8/R/547,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/547,ODOMETER_EXTRACTED,44612 Km,2026-07-12 10:48:40
2024/8/R/574,ODOMETER_EXTRACTED,2691 Hrs,2026-07-12 10:48:40
2024/8/R/579,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2024/8/R/582,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/586,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/592,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/597,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/602,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/604,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/8/R/604,EQUIPMENT_ASSET,"2"" water pump",2026-07-12 10:48:40
2023/9/R/498,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2023/9/R/498,ODOMETER_EXTRACTED,616 Hrs,2026-07-12 10:48:40
2024/1/R/016,NONSTANDARD_SITE,A/Plant,2026-07-12 10:48:40
2023/12/R/642,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2023/12/R/672,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2023/12/R/673,DATE_INVERTED,opened 2024-12-18 > closed 2023-12-20,2026-07-12 10:48:40
2023/12/R/674,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2023/12/R/668,ODOMETER_EXTRACTED,55556 Km,2026-07-12 10:48:40
2023/12/R/645,ODOMETER_EXTRACTED,300595 Km,2026-07-12 10:48:40
2023/12/R/641,ODOMETER_EXTRACTED,156299 Km,2026-07-12 10:48:40
2023/12/R/695,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2023/12/R/694,NONSTANDARD_SITE,H/O,2026-07-12 10:48:40
2023/12/R/638,ODOMETER_EXTRACTED,178436 Km,2026-07-12 10:48:40
2023/12/R/643,EQUIPMENT_ASSET,"6"" water pump",2026-07-12 10:48:40
2023/7/R/335,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2023/12/R/679,ODOMETER_EXTRACTED,173931 Km,2026-07-12 10:48:40
2023/12/R/686,ODOMETER_EXTRACTED,734557 Km,2026-07-12 10:48:40
2023/12/R/670,ODOMETER_EXTRACTED,50529 Km,2026-07-12 10:48:40
2023/12/R/660,ODOMETER_EXTRACTED,44625 Km,2026-07-12 10:48:40
2023/9/R/476,NONSTANDARD_SITE,A/team,2026-07-12 10:48:40
2023/9/R/476,EQUIPMENT_ASSET,Plate compactor,2026-07-12 10:48:40
2024/1/R/009,ODOMETER_EXTRACTED,55409 Km,2026-07-12 10:48:40
2024/1/R/004,EQUIPMENT_ASSET,CM,2026-07-12 10:48:40
2024/1/R/017,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/1/R/002,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/7/R/482,ODOMETER_EXTRACTED,163877 Km,2026-07-12 10:48:40
2024/8/R/521,NONSTANDARD_SITE,A/team,2026-07-12 10:48:40
2024/8/R/521,ODOMETER_EXTRACTED,206645 Km,2026-07-12 10:48:40
2023/12/R/652,ODOMETER_EXTRACTED,845078 Km,2026-07-12 10:48:40
2024/1/R/014,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/1/R/018,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/1/R/018,ODOMETER_EXTRACTED,7042 Km,2026-07-12 10:48:40
2023/12/R/677,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2023/12/R/677,ODOMETER_EXTRACTED,2698 Hrs,2026-07-12 10:48:40
2024/1/R/007,ODOMETER_EXTRACTED,976 Hrs,2026-07-12 10:48:40
2024/1/R/041,ODOMETER_EXTRACTED,525194 Km,2026-07-12 10:48:40
2023/12/R/687,DATE_INVERTED,opened 2024-12-24 > closed 2024-01-07,2026-07-12 10:48:40
2023/12/R/687,ODOMETER_EXTRACTED,19816 Hrs,2026-07-12 10:48:40
2023/12/R/699,ODOMETER_EXTRACTED,181722 Km,2026-07-12 10:48:40
2024/1/R/011,ODOMETER_EXTRACTED,5107 Hrs,2026-07-12 10:48:40
2023/11/R/599,ODOMETER_EXTRACTED,41155 Km,2026-07-12 10:48:40
2024/2/R/115,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/2/R/116,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/2/R/110,NONSTANDARD_SITE,cep-03,2026-07-12 10:48:40
2024/2/R/110,ODOMETER_EXTRACTED,242331 Km,2026-07-12 10:48:40
2024/7/R/468,EQUIPMENT_ASSET,Heat Burner,2026-07-12 10:48:40
2024/1/R/007,ODOMETER_EXTRACTED,976 Hrs,2026-07-12 10:48:40
2023/12/R/677,NONSTANDARD_SITE,Solution,2026-07-12 10:48:40
2023/12/R/677,ODOMETER_EXTRACTED,2698 Hrs,2026-07-12 10:48:40
2024/7/R/468,EQUIPMENT_ASSET,Heat Burner,2026-07-12 10:48:40
2024/11/R/834,NONSTANDARD_SITE,Neluwa-solution,2026-07-12 10:48:40
